"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Malaysia"," 2007","8.13 [7.97-8.28]","8.85 [8.5-9.2]","7.37 [7.02-7.72]","3 729 [3 657-3 801]","2 093 [2 012-2 178]","1 636 [1 560-1 714]"
"Malaysia"," 2006","8.15 [7.99-8.3]","8.87 [8.52-9.22]","7.38 [7.03-7.74]","3 737 [3 668-3 807]","2 098 [2 016-2 182]","1 639 [1 563-1 719]"
"Malaysia"," 2005","8.21 [8.05-8.37]","8.93 [8.58-9.3]","7.44 [7.08-7.8]","3 806 [3 734-3 880]","2 134 [2 052-2 222]","1 672 [1 593-1 752]"
"Malaysia"," 2004","8.32 [8.17-8.48]","9.06 [8.7-9.44]","7.54 [7.18-7.92]","3 945 [3 872-4 021]","2 211 [2 124-2 302]","1 734 [1 651-1 820]"
"Malaysia"," 2003","8.53 [8.37-8.7]","9.29 [8.91-9.69]","7.73 [7.36-8.11]","4 133 [4 056-4 213]","2 317 [2 225-2 416]","1 816 [1 729-1 905]"
"Malaysia"," 2002","8.9 [8.73-9.07]","9.72 [9.31-10.13]","8.04 [7.64-8.44]","4 434 [4 347-4 521]","2 495 [2 394-2 602]","1 939 [1 845-2 036]"
"Malaysia"," 2001","9.46 [9.28-9.64]","10.33 [9.89-10.77]","8.55 [8.12-8.97]","4 902 [4 809-4 995]","2 762 [2 648-2 880]","2 140 [2 036-2 249]"
"Malaysia"," 2000","10.16 [9.96-10.36]","11.12 [10.65-11.59]","9.16 [8.7-9.62]","5 419 [5 313-5 525]","3 062 [2 934-3 194]","2 357 [2 241-2 478]"
"Malaysia"," 1999","10.96 [10.74-11.16]","11.99 [11.47-12.49]","9.87 [9.37-10.38]","5 915 [5 797-6 026]","3 345 [3 203-3 486]","2 570 [2 442-2 705]"
"Malaysia"," 1998","11.74 [11.51-11.96]","12.87 [12.31-13.42]","10.55 [10.01-11.11]","6 385 [6 259-6 504]","3 616 [3 461-3 772]","2 769 [2 627-2 918]"
"Malaysia"," 1997","12.41 [12.16-12.65]","13.62 [13.03-14.2]","11.14 [10.56-11.74]","6 771 [6 638-6 903]","3 839 [3 676-4 007]","2 932 [2 782-3 095]"
"Malaysia"," 1996","12.91 [12.66-13.15]","14.16 [13.56-14.77]","11.58 [10.98-12.22]","7 002 [6 867-7 135]","3 969 [3 801-4 140]","3 033 [2 876-3 202]"
"Malaysia"," 1995","13.34 [13.08-13.6]","14.66 [14.03-15.29]","11.95 [11.32-12.61]","7 150 [7 009-7 289]","4 058 [3 884-4 236]","3 092 [2 930-3 266]"
"Malaysia"," 1994","13.84 [13.58-14.11]","15.21 [14.55-15.88]","12.4 [11.75-13.08]","7 294 [7 154-7 436]","4 139 [3 962-4 325]","3 155 [2 990-3 331]"
"Malaysia"," 1993","14.44 [14.17-14.72]","15.86 [15.18-16.57]","12.94 [12.26-13.65]","7 453 [7 315-7 600]","4 228 [4 050-4 422]","3 225 [3 057-3 406]"
"Malaysia"," 1992","15.1 [14.81-15.4]","16.6 [15.88-17.34]","13.52 [12.81-14.27]","7 615 [7 469-7 769]","4 323 [4 137-4 520]","3 292 [3 123-3 480]"
"Malaysia"," 1991","15.82 [15.49-16.16]","17.4 [16.61-18.2]","14.15 [13.39-14.95]","7 765 [7 604-7 933]","4 409 [4 212-4 615]","3 356 [3 178-3 549]"
"Malaysia"," 1990","16.59 [16.16-17.03]","18.26 [17.36-19.13]","14.84 [14-15.71]","7 931 [7 729-8 141]","4 501 [4 285-4 720]","3 430 [3 239-3 634]"
"Malaysia"," 1989","17.42 [16.86-17.98]","19.18 [18.17-20.16]","15.57 [14.64-16.53]","8 215 [7 952-8 481]","4 662 [4 420-4 902]","3 553 [3 343-3 774]"
"Malaysia"," 1988","18.32 [17.59-19.07]","20.18 [19.02-21.33]","16.38 [15.31-17.45]","8 578 [8 237-8 925]","4 866 [4 592-5 147]","3 712 [3 473-3 959]"
"Malaysia"," 1987","19.32 [18.43-20.26]","21.28 [19.95-22.62]","17.28 [16.07-18.51]","8 955 [8 542-9 388]","5 077 [4 766-5 403]","3 878 [3 611-4 158]"
"Malaysia"," 1986","20.46 [19.4-21.56]","22.53 [21.06-24.08]","18.3 [16.97-19.66]","9 375 [8 890-9 878]","5 313 [4 970-5 682]","4 062 [3 770-4 367]"
"Malaysia"," 1985","21.73 [20.53-22.98]","23.9 [22.29-25.62]","19.41 [17.98-20.91]","9 806 [9 267-10 368]","5 557 [5 182-5 954]","4 249 [3 934-4 576]"
"Malaysia"," 1984","23.13 [21.79-24.53]","25.44 [23.64-27.32]","20.66 [19.09-22.33]","10 248 [9 657-10 864]","5 807 [5 395-6 231]","4 441 [4 102-4 798]"
"Malaysia"," 1983","24.66 [23.2-26.19]","27.12 [25.15-29.17]","22.04 [20.33-23.83]","10 672 [10 047-11 334]","6 045 [5 608-6 500]","4 627 [4 269-5 000]"
"Malaysia"," 1982","26.35 [24.71-28.02]","28.98 [26.83-31.21]","23.56 [21.69-25.49]","11 125 [10 438-11 823]","6 300 [5 835-6 785]","4 825 [4 442-5 219]"
"Malaysia"," 1981","28.22 [26.38-29.97]","30.99 [28.64-33.39]","25.23 [23.22-27.32]","11 604 [10 853-12 322]","6 567 [6 066-7 068]","5 037 [4 631-5 450]"
"Malaysia"," 1980","30.21 [28.25-32.12]","33.2 [30.63-35.72]","27.02 [24.86-29.28]","12 105 [11 325-12 864]","6 849 [6 319-7 365]","5 256 [4 836-5 691]"
"Malaysia"," 1979","32.36 [30.3-34.34]","35.48 [32.8-38.14]","29.04 [26.77-31.4]","12 677 [11 877-13 451]","7 155 [6 615-7 686]","5 522 [5 091-5 969]"
"Malaysia"," 1978","34.65 [32.54-36.73]","37.97 [35.23-40.75]","31.09 [28.74-33.57]","13 326 [12 519-14 120]","7 518 [6 973-8 060]","5 808 [5 366-6 266]"
"Malaysia"," 1977","37.05 [34.92-39.23]","40.52 [37.69-43.46]","33.37 [30.87-35.93]","14 014 [13 210-14 832]","7 886 [7 336-8 456]","6 128 [5 669-6 597]"
"Malaysia"," 1976","39.57 [37.4-41.86]","43.21 [40.3-46.27]","35.75 [33.11-38.44]","14 744 [13 939-15 588]","8 278 [7 723-8 863]","6 466 [5 991-6 952]"
"Malaysia"," 1975","42.22 [39.95-44.61]","46.06 [43.02-49.3]","38.16 [35.35-41.04]","15 512 [14 686-16 385]","8 702 [8 131-9 313]","6 810 [6 310-7 322]"
"Malaysia"," 1974","44.99 [42.54-47.52]","48.93 [45.73-52.35]","40.81 [37.8-43.87]","16 307 [15 428-17 217]","9 121 [8 526-9 754]","7 186 [6 658-7 723]"
"Malaysia"," 1973","47.77 [45.13-50.45]","51.86 [48.48-55.51]","43.43 [40.25-46.82]","16 965 [16 035-17 912]","9 469 [8 854-10 129]","7 496 [6 948-8 075]"
"Malaysia"," 1972","50.49 [47.62-53.49]","54.72 [51-58.7]","46.02 [42.56-49.72]","17 569 [16 578-18 603]","9 785 [9 124-10 492]","7 784 [7 201-8 407]"
"Malaysia"," 1971","53.04 [49.83-56.39]","57.38 [53.31-61.7]","48.46 [44.74-52.43]","18 251 [17 154-19 396]","10 146 [9 431-10 903]","8 105 [7 488-8 767]"
"Malaysia"," 1970","55.4 [51.84-59.24]","59.86 [55.36-64.6]","50.7 [46.67-55.12]","18 876 [17 670-20 174]","10 478 [9 697-11 301]","8 398 [7 734-9 126]"
"Malaysia"," 1969","57.64 [53.78-62]","62.18 [57.31-67.3]","52.86 [48.52-57.61]","19 465 [18 168-20 928]","10 784 [9 949-11 671]","8 681 [7 973-9 457]"
"Malaysia"," 1968","59.9 [55.68-64.68]","64.57 [59.3-70.22]","54.97 [50.32-60.15]","20 115 [18 709-21 709]","11 136 [10 231-12 103]","8 979 [8 224-9 817]"
"Malaysia"," 1967","62.36 [57.76-67.55]","67.11 [61.4-73.27]","57.33 [52.38-62.96]","20 978 [19 439-22 726]","11 593 [10 613-12 649]","9 385 [8 577-10 303]"
"Malaysia"," 1966","65.23 [60.17-70.82]","70.12 [63.87-76.72]","60.1 [54.75-66.19]","22 097 [20 392-23 977]","12 193 [11 116-13 330]","9 904 [9 028-10 901]"
"Malaysia"," 1965","68.63 [62.99-74.64]","73.56 [66.81-80.74]","63.4 [57.58-69.93]","23 336 [21 435-25 365]","12 845 [11 673-14 084]","10 491 [9 532-11 560]"
"Malaysia"," 1964","72.56 [66.42-79.1]","77.6 [70.33-85.34]","67.17 [60.9-74.27]","24 682 [22 610-26 886]","13 560 [12 294-14 893]","11 122 [10 089-12 284]"
"Malaysia"," 1963","77.09 [70.43-84.22]","82.28 [74.39-90.62]","71.56 [64.84-79.27]","26 096 [23 872-28 471]","14 305 [12 945-15 731]","11 791 [10 689-13 045]"
"Malaysia"," 1962","82.24 [74.97-90.13]","87.57 [79.12-96.72]","76.59 [69.3-84.99]","27 555 [25 148-30 158]","15 064 [13 626-16 616]","12 491 [11 308-13 845]"
"Malaysia"," 1961","87.95 [80.04-96.72]","93.43 [84.3-103.39]","82.21 [74.11-91.26]","29 080 [26 499-31 935]","15 851 [14 318-17 516]","13 229 [11 942-14 667]"
"Malaysia"," 1960","94.17 [85.59-103.7]","99.72 [89.74-110.77]","88.25 [79.59-98.09]","30 644 [27 886-33 700]","16 660 [15 006-18 471]","13 984 [12 621-15 519]"
"Malaysia"," 1959","100.64 [91.27-111.09]","106.37 [95.56-118.4]","94.53 [84.91-105.13]","32 177 [29 223-35 463]","17 461 [15 708-19 390]","14 716 [13 232-16 342]"
"Malaysia"," 1958","107.2 [96.76-118.73]","113.11 [101.2-126.28]","101 [90.34-112.5]","33 621 [30 407-37 181]","18 209 [16 323-20 293]","15 412 [13 808-17 142]"
"Malaysia"," 1957","113.8 [102.29-126.65]","119.76 [106.63-134.13]","107.41 [95.82-120.25]","34 853 [31 391-38 698]","18 840 [16 808-21 043]","16 013 [14 303-17 879]"
"Malaysia"," 1956","120.29 [107.59-134.57]","126.42 [112.16-142.4]","113.82 [100.95-128.11]","35 809 [32 102-39 971]","19 322 [17 182-21 702]","16 487 [14 649-18 530]"
"Malaysia"," 1955","127.03 [112.91-143.16]","133.36 [117.54-150.92]","120.4 [106.23-136.67]","36 724 [32 717-41 283]","19 794 [17 486-22 347]","16 930 [14 961-19 170]"
"Malaysia"," 1954","134.1 [118.43-152.01]","140.63 [123.17-160.16]","127.29 [111.78-145.5]","","",""
"Malaysia"," 1953","141.76 [124.26-162.01]","148.42 [128.85-170.43]","134.79 [117.15-154.92]","","",""
"Malaysia"," 1952","149.99 [129.69-173.15]","156.62 [134.72-181.78]","142.8 [122.96-165.64]","","",""
"Malaysia"," 1951","158.8 [135.1-186.18]","165.53 [140.16-195.69]","151.31 [128.06-178.49]","","",""
"Malaysia"," 1950","167.85 [140.11-201.18]","174.92 [145.25-210.88]","160.53 [133.19-193.09]","","",""
"Marshall Islands"," 2021","29.73 [17.57-51.06]","33.01 [19.41-56.98]","26.19 [15.46-45.1]","26 [15-45]","15 [9-26]","11 [7-19]"
"Marshall Islands"," 2020","30.72 [18.74-51.02]","34.21 [20.79-57.04]","27.05 [16.48-45.16]","29 [18-48]","17 [10-28]","12 [7-21]"
"Marshall Islands"," 2019","31.76 [20.01-50.77]","35.29 [22.07-56.8]","27.96 [17.64-44.95]","32 [20-51]","18 [11-30]","14 [9-22]"
"Marshall Islands"," 2018","32.73 [21.31-50.5]","36.41 [23.66-56.32]","28.87 [18.77-44.84]","35 [23-54]","20 [13-31]","15 [10-23]"
"Marshall Islands"," 2017","33.61 [22.69-50.27]","37.41 [25.1-55.95]","29.71 [20-44.56]","38 [26-57]","22 [15-33]","16 [11-25]"
"Marshall Islands"," 2016","34.58 [24.21-49.69]","38.4 [26.94-55.48]","30.54 [21.37-44.01]","41 [29-60]","23 [17-34]","18 [12-26]"
"Marshall Islands"," 2015","35.51 [25.82-49.46]","39.39 [28.59-55.07]","31.38 [22.77-43.79]","45 [33-63]","26 [19-36]","19 [14-27]"
"Marshall Islands"," 2014","36.39 [27.37-49.19]","40.37 [30.28-54.6]","32.24 [24.24-43.69]","49 [37-67]","28 [21-38]","21 [16-29]"
"Marshall Islands"," 2013","37.25 [28.97-48.73]","41.3 [32.09-54.21]","32.99 [25.57-43.38]","54 [42-71]","31 [24-41]","23 [18-30]"
"Marshall Islands"," 2012","38.02 [30.44-48.33]","42.21 [33.7-53.69]","33.69 [26.85-42.89]","58 [46-74]","33 [27-42]","25 [20-32]"
"Marshall Islands"," 2011","38.67 [31.78-47.64]","42.91 [35.02-53.03]","34.21 [27.96-42.43]","62 [51-77]","35 [29-44]","27 [22-33]"
"Marshall Islands"," 2010","39.13 [32.8-47.19]","43.36 [36.21-52.46]","34.67 [28.9-42.06]","66 [55-80]","38 [32-46]","28 [24-34]"
"Marshall Islands"," 2009","39.55 [33.68-46.73]","43.74 [37.04-51.89]","35.08 [29.67-41.87]","70 [59-82]","40 [34-47]","30 [25-36]"
"Marshall Islands"," 2008","39.92 [34.28-46.75]","44.1 [37.71-51.78]","35.48 [30.25-41.85]","72 [62-85]","41 [35-48]","31 [26-37]"
"Marshall Islands"," 2007","40.3 [34.76-46.95]","44.48 [38.22-52.06]","35.89 [30.67-42.17]","75 [64-87]","43 [37-50]","32 [27-38]"
"Marshall Islands"," 2006","40.71 [35.08-47.41]","44.92 [38.48-52.66]","36.26 [30.93-42.49]","76 [66-89]","43 [37-51]","33 [28-38]"
"Marshall Islands"," 2005","41.11 [35.37-47.93]","45.29 [38.73-53.01]","36.67 [31.24-43]","78 [67-91]","45 [38-52]","33 [29-39]"
"Marshall Islands"," 2004","41.45 [35.6-48.39]","45.64 [38.91-53.4]","37.08 [31.43-43.45]","79 [68-92]","45 [38-52]","34 [29-40]"
"Marshall Islands"," 2003","41.81 [35.8-48.8]","45.98 [39.2-53.9]","37.44 [31.66-43.96]","80 [68-93]","46 [39-53]","34 [29-40]"
"Marshall Islands"," 2002","42.01 [35.94-49.11]","46.19 [39.36-54.09]","37.64 [31.88-44.27]","80 [69-94]","45 [39-53]","35 [29-41]"
"Marshall Islands"," 2001","42.11 [36.09-49.37]","46.3 [39.41-54.36]","37.72 [31.99-44.48]","80 [69-94]","45 [39-54]","35 [30-41]"
"Marshall Islands"," 2000","42.06 [36.01-49.22]","46.22 [39.45-54.23]","37.72 [31.99-44.49]","80 [69-94]","45 [39-54]","35 [30-41]"
"Marshall Islands"," 1999","41.89 [35.9-49.06]","46.03 [39.34-54.06]","37.55 [31.83-44.24]","80 [69-94]","45 [39-53]","35 [29-41]"
"Marshall Islands"," 1998","41.58 [35.62-48.64]","45.66 [39.12-53.63]","37.29 [31.6-43.91]","79 [68-93]","45 [39-53]","34 [29-40]"
"Marshall Islands"," 1997","41.24 [35.38-48.16]","45.31 [38.74-53.13]","36.98 [31.42-43.42]","79 [68-92]","45 [38-52]","34 [29-40]"
"Marshall Islands"," 1996","41.08 [35.31-47.91]","45.15 [38.65-52.89]","36.85 [31.31-43.3]","79 [68-92]","45 [38-52]","34 [29-40]"
"Marshall Islands"," 1995","41.21 [35.5-48.05]","45.31 [38.75-52.9]","36.96 [31.45-43.45]","79 [68-93]","45 [39-53]","34 [29-40]"
"Marshall Islands"," 1994","41.76 [35.93-48.59]","45.85 [39.24-53.61]","37.45 [31.85-43.95]","81 [69-94]","46 [39-53]","35 [30-41]"
"Marshall Islands"," 1993","42.75 [36.72-49.83]","46.82 [39.99-54.91]","38.39 [32.6-45.14]","83 [71-96]","47 [40-55]","36 [30-42]"
"Marshall Islands"," 1992","44.06 [37.8-51.56]","48.27 [41.16-56.74]","39.64 [33.58-46.7]","85 [73-100]","48 [41-57]","37 [31-44]"
"Marshall Islands"," 1991","45.7 [39.03-53.51]","49.98 [42.47-58.91]","41.2 [34.78-48.65]","89 [76-104]","50 [43-59]","39 [33-46]"
"Marshall Islands"," 1990","47.49 [40.3-55.75]","51.83 [43.87-61.17]","42.88 [36.07-50.66]","93 [79-108]","53 [44-62]","40 [34-48]"
"Marshall Islands"," 1989","49.3 [41.86-58.04]","53.75 [45.44-63.6]","44.65 [37.49-52.82]","96 [82-113]","54 [46-64]","42 [35-50]"
"Marshall Islands"," 1988","51.14 [43.36-60.37]","55.73 [47.14-66.12]","46.3 [38.83-54.86]","99 [84-116]","56 [47-66]","43 [36-51]"
"Marshall Islands"," 1987","52.93 [44.83-62.61]","57.65 [48.61-68.6]","48.09 [40.31-57.14]","101 [85-119]","57 [48-67]","44 [37-52]"
"Marshall Islands"," 1986","54.71 [46.31-64.83]","59.41 [50.13-70.93]","49.75 [41.6-59.28]","102 [86-120]","57 [48-68]","45 [37-53]"
"Marshall Islands"," 1985","56.45 [47.8-66.9]","61.23 [51.72-73]","51.37 [42.99-61.17]","102 [87-121]","57 [49-68]","45 [38-53]"
"Marshall Islands"," 1984","58.1 [49.34-68.77]","62.99 [53.19-74.97]","52.93 [44.46-63.09]","102 [87-121]","57 [48-68]","45 [38-53]"
"Marshall Islands"," 1983","59.75 [50.75-70.5]","64.73 [54.77-76.75]","54.48 [45.85-64.78]","102 [87-120]","57 [48-68]","45 [38-53]"
"Marshall Islands"," 1982","61.29 [52.22-72.28]","66.35 [56.41-78.34]","56.01 [47.27-66.39]","101 [86-119]","56 [48-67]","45 [38-53]"
"Marshall Islands"," 1981","62.68 [53.72-73.51]","67.81 [57.75-79.74]","57.34 [48.53-67.67]","100 [86-117]","56 [48-66]","44 [38-52]"
"Marshall Islands"," 1980","63.93 [54.9-74.63]","69 [58.95-80.94]","58.56 [49.67-68.83]","99 [85-116]","55 [47-65]","44 [37-52]"
"Marshall Islands"," 1979","64.93 [55.91-75.52]","70.07 [60.03-81.77]","59.5 [50.7-69.7]","98 [84-114]","55 [47-64]","43 [37-51]"
"Marshall Islands"," 1978","65.84 [56.77-76.37]","71.05 [60.98-82.68]","60.31 [51.51-70.49]","96 [83-111]","54 [46-62]","42 [36-49]"
"Marshall Islands"," 1977","66.67 [57.57-77.13]","71.89 [61.77-83.5]","61.17 [52.3-71.34]","94 [81-108]","53 [45-61]","41 [36-48]"
"Marshall Islands"," 1976","67.45 [58.3-78.02]","72.78 [62.56-84.14]","61.87 [52.95-72.01]","91 [79-105]","51 [44-59]","40 [35-47]"
"Marshall Islands"," 1975","68.31 [59.12-78.87]","73.63 [63.49-85.11]","62.72 [53.76-73.03]","88 [77-102]","49 [43-57]","39 [34-46]"
"Marshall Islands"," 1974","69.45 [60.22-79.9]","74.82 [64.54-86.32]","63.87 [54.84-74.04]","86 [75-99]","48 [41-55]","38 [33-44]"
"Marshall Islands"," 1973","71.06 [61.73-81.43]","76.46 [66.17-88.02]","65.33 [56.18-75.54]","85 [74-97]","47 [41-54]","38 [32-43]"
"Marshall Islands"," 1972","73.04 [63.66-83.41]","78.5 [68.14-90.08]","67.25 [58.15-77.48]","84 [73-95]","47 [40-53]","37 [32-43]"
"Marshall Islands"," 1971","75.54 [66.02-85.98]","81.05 [70.52-92.69]","69.66 [60.47-79.97]","83 [73-94]","46 [40-52]","37 [32-42]"
"Marshall Islands"," 1970","78.49 [68.8-89.12]","83.98 [73.17-95.93]","72.47 [63.12-83.22]","81 [72-92]","45 [39-51]","36 [32-42]"
"Marshall Islands"," 1969","81.62 [71.64-92.67]","87.29 [76.07-99.58]","75.64 [65.92-86.71]","80 [70-90]","44 [39-50]","36 [31-41]"
"Marshall Islands"," 1968","84.97 [74.74-96.46]","90.76 [79.1-103.55]","78.92 [68.79-90.4]","79 [69-89]","44 [38-50]","35 [31-40]"
"Marshall Islands"," 1967","88.6 [77.81-100.48]","94.33 [82.32-107.57]","82.4 [71.66-94.37]","78 [69-89]","43 [38-49]","35 [31-40]"
"Marshall Islands"," 1966","92.29 [80.86-104.62]","98.23 [85.57-112.18]","85.97 [74.62-98.37]","78 [69-89]","43 [38-49]","35 [31-40]"
"Marshall Islands"," 1965","96.17 [84.24-109.17]","102.13 [88.95-116.64]","89.72 [77.97-102.82]","78 [69-89]","43 [38-49]","35 [31-40]"
"Marshall Islands"," 1964","100.29 [87.57-114.22]","106.45 [92.25-122.04]","93.79 [81.23-107.68]","79 [69-89]","44 [37-49]","35 [31-41]"
"Marshall Islands"," 1963","105 [90.72-120.09]","111.18 [95.51-128.12]","98.33 [84.45-113.47]","","",""
"Marshall Islands"," 1962","110.03 [93.82-127.1]","116.55 [98.71-135.54]","103.24 [87.57-120.22]","","",""
"Marshall Islands"," 1961","115.52 [96.12-135.6]","122.12 [101.09-144.06]","108.62 [89.95-128.51]","","",""
"Marshall Islands"," 1960","121.31 [97.9-146.28]","128.01 [103-155.21]","114.3 [92.01-138.85]","","",""
"Marshall Islands"," 1959","127.5 [99.62-159.33]","134.12 [104.11-168.13]","120.32 [93.43-151.06]","","",""
"Micronesia (Federated States of)"," 2021","24.85 [11.2-54.04]","28.04 [12.59-61.47]","21.52 [9.57-46.68]","58 [26-127]","34 [15-74]","24 [11-53]"
"Micronesia (Federated States of)"," 2020","25.64 [11.87-54.63]","28.94 [13.35-62.1]","22.13 [10.17-47.04]","60 [28-128]","35 [16-75]","25 [12-53]"
"Micronesia (Federated States of)"," 2019","26.4 [12.58-54.65]","29.84 [14.26-61.93]","22.8 [10.77-47.21]","62 [30-129]","36 [17-75]","26 [12-54]"
"Micronesia (Federated States of)"," 2018","27.34 [13.37-54.87]","30.86 [15.18-62.48]","23.68 [11.49-47.14]","65 [32-130]","38 [19-76]","27 [13-54]"
"Micronesia (Federated States of)"," 2017","28.21 [14.15-54.92]","31.85 [16.06-62.33]","24.4 [12.18-47.39]","67 [34-131]","39 [20-77]","28 [14-55]"
"Micronesia (Federated States of)"," 2016","29.23 [15.05-55.53]","33.06 [17.06-62.56]","25.15 [12.88-47.42]","70 [36-134]","41 [21-78]","29 [15-55]"
"Micronesia (Federated States of)"," 2015","30.17 [15.94-55.75]","34.12 [18.07-63.1]","25.97 [13.68-47.85]","73 [39-135]","42 [23-79]","31 [16-56]"
"Micronesia (Federated States of)"," 2014","31.09 [16.92-55.81]","35.16 [19.14-63.41]","26.75 [14.53-47.85]","77 [42-138]","45 [24-81]","32 [17-57]"
"Micronesia (Federated States of)"," 2013","32.03 [17.85-55.69]","36.22 [20.17-63.08]","27.62 [15.38-47.93]","80 [45-139]","47 [26-81]","33 [19-58]"
"Micronesia (Federated States of)"," 2012","33.03 [18.84-55.45]","37.23 [21.28-62.91]","28.43 [16.25-47.66]","84 [48-141]","49 [28-83]","35 [20-59]"
"Micronesia (Federated States of)"," 2011","33.74 [19.91-55.07]","38.13 [22.42-62.52]","29.08 [17.14-47.36]","87 [51-142]","51 [30-83]","36 [21-59]"
"Micronesia (Federated States of)"," 2010","34.49 [20.91-54.74]","39 [23.56-62.09]","29.68 [17.99-47.09]","91 [55-145]","53 [32-85]","38 [23-60]"
"Micronesia (Federated States of)"," 2009","35.09 [21.86-54.03]","39.7 [24.71-61.4]","30.23 [18.85-46.51]","96 [59-148]","56 [35-87]","40 [25-62]"
"Micronesia (Federated States of)"," 2008","35.59 [22.9-53.44]","40.26 [25.76-60.5]","30.73 [19.68-46.01]","100 [64-151]","58 [37-88]","42 [27-63]"
"Micronesia (Federated States of)"," 2007","35.91 [23.73-52.22]","40.57 [26.75-59.5]","30.96 [20.35-45.04]","104 [69-152]","60 [40-89]","44 [29-63]"
"Micronesia (Federated States of)"," 2006","35.97 [24.56-51]","40.66 [27.81-57.98]","30.97 [21.18-44.02]","108 [74-154]","63 [43-90]","45 [31-64]"
"Micronesia (Federated States of)"," 2005","36.01 [25.52-49.67]","40.65 [28.85-56.45]","30.97 [21.92-42.96]","112 [79-155]","65 [46-91]","47 [33-65]"
"Micronesia (Federated States of)"," 2004","36.07 [26.42-48.8]","40.75 [29.92-55.38]","31.03 [22.63-42.13]","115 [84-156]","67 [49-92]","48 [35-65]"
"Micronesia (Federated States of)"," 2003","36.31 [27.31-48.31]","41.04 [30.91-54.7]","31.21 [23.38-41.57]","120 [90-159]","70 [52-93]","50 [37-66]"
"Micronesia (Federated States of)"," 2002","41.43 [31.84-54.16]","46.29 [35.53-60.65]","36.27 [27.74-47.55]","141 [109-185]","81 [63-107]","60 [46-79]"
"Micronesia (Federated States of)"," 2001","37.52 [29.42-48.3]","42.5 [33.28-54.79]","32.27 [25.17-41.59]","131 [103-169]","76 [60-99]","55 [43-71]"
"Micronesia (Federated States of)"," 2000","38.46 [30.61-48.89]","43.53 [34.55-55.55]","33.07 [26.16-42.19]","137 [109-175]","80 [64-102]","57 [45-73]"
"Micronesia (Federated States of)"," 1999","39.5 [31.82-49.79]","44.64 [35.89-56.39]","34.12 [27.26-43.12]","142 [115-179]","83 [67-105]","59 [48-75]"
"Micronesia (Federated States of)"," 1998","40.71 [33.08-50.83]","45.95 [37.26-57.6]","35.16 [28.39-44.11]","147 [120-184]","86 [70-107]","61 [50-77]"
"Micronesia (Federated States of)"," 1997","41.91 [34.23-51.98]","47.3 [38.5-58.76]","36.25 [29.42-45.23]","151 [123-187]","88 [72-109]","63 [51-79]"
"Micronesia (Federated States of)"," 1996","43.08 [35.33-53.08]","48.55 [39.71-59.87]","37.29 [30.5-46.31]","154 [126-189]","90 [73-110]","64 [53-80]"
"Micronesia (Federated States of)"," 1995","44.15 [36.35-53.97]","49.68 [40.73-60.88]","38.26 [31.39-47.25]","156 [128-190]","91 [74-111]","65 [54-80]"
"Micronesia (Federated States of)"," 1994","45.05 [37.25-54.85]","50.69 [41.69-61.81]","39.17 [32.14-48.03]","157 [130-191]","91 [75-111]","66 [54-81]"
"Micronesia (Federated States of)"," 1993","45.93 [38.08-55.68]","51.57 [42.53-62.62]","40.09 [33.02-48.95]","158 [131-191]","91 [76-111]","67 [55-81]"
"Micronesia (Federated States of)"," 1992","46.86 [38.91-56.65]","52.58 [43.46-63.65]","40.94 [33.79-49.74]","159 [132-192]","92 [76-111]","67 [55-82]"
"Micronesia (Federated States of)"," 1991","47.92 [39.9-57.73]","53.66 [44.52-64.8]","41.93 [34.67-50.89]","161 [135-194]","93 [78-113]","68 [57-83]"
"Micronesia (Federated States of)"," 1990","49.15 [40.95-59.16]","54.97 [45.59-66.14]","43.09 [35.7-52.25]","165 [137-198]","95 [79-114]","70 [58-85]"
"Micronesia (Federated States of)"," 1989","50.52 [42.18-60.87]","56.52 [46.86-67.97]","44.38 [36.71-53.77]","169 [141-203]","97 [81-117]","72 [59-87]"
